step, pre_in1, pre_in2, post_in, pre1_spike, pre2_spike, post_spike, w1, w2, c1, c2
1120, 85796, 32136, 0, 0, 0, 0, 0, 0, 0, 0
1121, 85683, 32591, 0, 0, 0, 0, 10813440, 3670350, 11731071, 5177344
1122, 84140, 32768, 0, 0, 0, 0, 84140, 32768, 0, 84607
1123, 84607, 32044, 0, 0, 0, 0, 8203264, 1, 5137664, 8592384
1124, 85605, 33564, 0, 1, 0, 0, 329, 16121987, 9699328, 331
1125, 84470, 33684, 0, 0, 0, 0, 32495, 0, 85003, 32579
1126, 84801, 32495, 0, 1, 1, 0, 1, 5543168, 8343552, 1
1127, 85003, 32579, 0, 0, 1, 0, 3145855, 7012352, 327, 10485885
1128, 87189, 32592, 0, 1, 0, 0, 0, 86468, 33818, 0
1129, 86832, 32619, 0, 1, 1, 1, 5080064, 8225536, 1, 4886272
1130, 83872, 32218, 0, 0, 0, 0, 3735552, 338, 4653188, 4718592
1131, 86468, 33818, 0, 0, 0, 0, 86993, 32274, 0, 84497
1132, 85380, 32131, 0, 0, 0, 0, 8461312, 1, 5060352, 8225536
1133, 84623, 32569, 0, 0, 1, 0, 333, 11337854, 5767168, 330
1134, 86599, 33864, 0, 0, 0, 0, 32697, 0, 85376, 33478
1135, 86993, 32274, 0, 1, 1, 0, 1, 5004544, 8330240, 1
1136, 84497, 33052, 0, 0, 1, 1, 14680192, 1441792, 341, 6422658
1137, 85303, 32131, 0, 1, 0, 0, 0, 87394, 33622, 0
1138, 85421, 32344, 0, 0, 0, 1, 5035264, 8386560, 1, 4643328
1139, 84538, 32697, 0, 0, 0, 0, 6750208, 328, 12189824, 9175040
1140, 85376, 33478, 0, 0, 0, 0, 84042, 33979, 0, 87386
1141, 85085, 32540, 0, 0, 0, 0, 8517632, 1, 5246208, 8617216
1142, 84960, 32790, 0, 0, 1, 0, 333, 7012477, 3932160, 331
1143, 87394, 33446, 0, 0, 0, 0, 32962, 0, 85716, 33511
1144, 87394, 33622, 0, 0, 0, 1, 1, 5173248, 8238848, 1
1145, 85205, 32760, 0, 0, 0, 1, 9830532, 1703936, 338, 6946945
1146, 83674, 33895, 0, 1, 0, 0, 0, 85785, 32882, 0
1147, 84154, 32908, 0, 1, 1, 0, 4919040, 8367616, 1, 5536768
1148, 84042, 33979, 0, 0, 0, 0, 2555904, 335, 6291588, 1441792
1149, 87386, 33272, 0, 0, 0, 0, 83978, 33805, 0, 83981
1150, 86029, 33661, 0, 0, 0, 0, 8432896, 1, 4935424, 8331776
1151, 85355, 32060, 0, 1, 0, 1, 339, 1376387, 5570560, 340
1152, 84970, 32962, 0, 0, 0, 0, 33483, 0, 85256, 33515
1153, 85716, 33511, 0, 0, 1, 0, 1, 5572352, 8474112, 1
1154, 85744, 32183, 0, 1, 1, 1, 14155907, 12189696, 339, 15925377
1155, 85142, 33818, 0, 1, 0, 0, 0, 86473, 32399, 0
1156, 86634, 33132, 0, 0, 0, 0, 5608192, 8231936, 1, 4664320
1157, 85785, 32882, 0, 0, 0, 0, 12255232, 338, 1507459, 3276800
1158, 84751, 32686, 0, 0, 0, 0, 85047, 32008, 0, 84220
1159, 87164, 33575, 0, 0, 0, 0, 8628224, 1, 4908800, 8377344
1160, 85856, 33814, 0, 0, 0, 0, 0, 0, 0, 0
1161, 83978, 33805, 0, 0, 0, 0, 0, 0, 0, 0
1162, 83981, 32941, 0, 0, 0, 0, 0, 0, 0, 0
1163, 84815, 32546, 0, 0, 0, 0, 0, 0, 0, 0
1164, 86805, 33621, 0, 0, 0, 0, 0, 0, 0, 0
1165, 87125, 33483, 0, 0, 0, 0, 0, 0, 0, 0
1166, 85256, 33515, 0, 0, 0, 0, 0, 0, 0, 0
1167, 87303, 33102, 0, 0, 0, 0, 0, 0, 0, 0
1168, 84696, 33722, 0, 0, 0, 0, 0, 0, 0, 0
1169, 87027, 33039, 0, 0, 0, 0, 0, 0, 0, 0
1170, 86473, 32399, 0, 0, 0, 0, 0, 0, 0, 0
1171, 87443, 32156, 0, 0, 0, 0, 0, 0, 0, 0
1172, 83756, 32955, 0, 0, 0, 0, 0, 0, 0, 0
1173, 86551, 33586, 0, 0, 0, 0, 0, 0, 0, 0
1174, 85047, 32008, 0, 0, 0, 0, 0, 0, 0, 0
1175, 84220, 33704, 0, 0, 0, 0, 0, 0, 0, 0
1176, 84711, 32724, 0, 0, 0, 0, 0, 0, 0, 0
1177, 84462, 32102, 0, 0, 0, 0, 10813440, 3670345, 15597693, 6684672
1178, 86228, 32375, 0, 0, 0, 0, 86228, 32375, 0, 83883
1179, 83883, 33481, 0, 0, 0, 0, 8571136, 1, 5592576, 8417792
1180, 87382, 32882, 0, 0, 0, 0, 330, 11796608, 11599872, 341
1181, 84660, 32945, 0, 0, 0, 0, 33618, 0, 87154, 33470
1182, 87456, 33618, 0, 1, 0, 1, 1, 5255936, 8592640, 1
1183, 87154, 33470, 0, 0, 1, 0, 458884, 12648448, 339, 16580738
1184, 86067, 33565, 0, 1, 0, 0, 0, 84716, 33025, 0
1185, 87303, 33985, 0, 0, 1, 0, 4695040, 8670208, 1, 5454080
1186, 87037, 33282, 0, 0, 0, 0, 6029312, 333, 5439617, 7274496
1187, 84716, 33025, 0, 0, 0, 0, 84231, 32896, 0, 85040
1188, 83876, 33868, 0, 0, 0, 0, 8211968, 1, 4775936, 8688128
1189, 86841, 33372, 0, 0, 1, 0, 328, 8126595, 15925248, 336
1190, 85331, 33135, 0, 0, 0, 0, 32444, 0, 86066, 32658
1191, 84231, 32896, 0, 0, 0, 0, 1, 5285632, 8524544, 1
1192, 85040, 32078, 0, 1, 0, 1, 14876804, 6225920, 335, 13762691
1193, 84192, 33938, 0, 1, 0, 0, 0, 85713, 33911, 0
1194, 84092, 33779, 0, 0, 0, 0, 5172736, 8388352, 1, 5601280
1195, 86258, 32444, 0, 0, 0, 0, 9043968, 333, 15990909, 8323072
1196, 86066, 32658, 0, 0, 0, 0, 86687, 32452, 0, 87109
1197, 86183, 33299, 0, 0, 0, 0, 8407808, 1, 4859136, 8696064
1198, 84195, 33887, 0, 0, 1, 1, 336, 11731070, 9633792, 333
1199, 85970, 33637, 0, 0, 0, 0, 32093, 0, 84270, 33122
1200, 85713, 33911, 0, 1, 0, 0, 1, 5616896, 8305920, 1
1201, 85742, 32767, 0, 1, 0, 1, 11600004, 2228224, 338, 4194431
1202, 87416, 32906, 0, 1, 0, 0, 0, 84271, 32385, 0
1203, 85492, 32127, 0, 1, 1, 0, 5396224, 8199168, 1, 5537280
1204, 86687, 32452, 0, 0, 0, 0, 15269888, 329, 2424959, 13238272
1205, 87109, 32843, 0, 0, 0, 0, 84881, 32701, 0, 84979
1206, 84517, 33969, 0, 0, 0, 0, 8343808, 1, 5442560, 8590592
1207, 86195, 32403, 0, 0, 0, 1, 326, 15859838, 10027008, 339
1208, 85406, 32093, 0, 0, 0, 0, 33393, 0, 86547, 32513
1209, 84270, 33122, 0, 0, 1, 0, 1, 4879616, 8216064, 1
1210, 87477, 32445, 0, 0, 1, 1, 13435010, 10289152, 334, 6422659
1211, 86449, 33826, 0, 1, 0, 0, 0, 83840, 32666, 0
1212, 86592, 32557, 0, 1, 0, 0, 5299968, 8360448, 1, 5472512
1213, 84271, 32385, 0, 0, 0, 0, 3538944, 333, 4522116, 3014656
1214, 86615, 32028, 0, 0, 0, 0, 84753, 33515, 0, 86648
1215, 87166, 33769, 0, 0, 0, 0, 8609792, 1, 5614592, 8358144
1216, 84261, 32714, 0, 0, 0, 0, 0, 0, 0, 0
1217, 84881, 32701, 0, 0, 0, 0, 0, 0, 0, 0
1218, 84979, 32593, 0, 0, 0, 0, 0, 0, 0, 0
1219, 86796, 33557, 0, 0, 0, 0, 0, 0, 0, 0
1220, 83698, 32409, 0, 0, 0, 0, 0, 0, 0, 0
1221, 86796, 33393, 0, 0, 0, 0, 0, 0, 0, 0
1222, 86547, 32513, 0, 0, 0, 0, 0, 0, 0, 0
1223, 84597, 32094, 0, 0, 0, 0, 0, 0, 0, 0
1224, 86733, 33437, 0, 0, 0, 0, 0, 0, 0, 0
1225, 85602, 33710, 0, 0, 0, 0, 0, 0, 0, 0
1226, 83840, 32666, 0, 0, 0, 0, 0, 0, 0, 0
1227, 86239, 32658, 0, 0, 0, 0, 0, 0, 0, 0
1228, 86913, 33078, 0, 0, 0, 0, 0, 0, 0, 0
1229, 85317, 33838, 0, 0, 0, 0, 0, 0, 0, 0
1230, 84753, 33515, 0, 0, 0, 0, 0, 0, 0, 0
1231, 86648, 33632, 0, 0, 0, 0, 0, 0, 0, 0
1232, 87468, 32649, 0, 0, 0, 0, 0, 0, 0, 0
1233, 85132, 32121, 0, 0, 0, 0, 10813440, 3670348, 9175165, 7929856
1234, 86343, 33751, 0, 0, 0, 0, 86343, 33751, 0, 85350
1235, 85350, 32542, 0, 0, 0, 0, 8330752, 1, 5384192, 8223232
1236, 86568, 32122, 0, 1, 1, 0, 336, 15073406, 6029312, 327
1237, 86246, 32348, 0, 0, 0, 0, 33317, 0, 84328, 32057
1238, 83835, 33317, 0, 0, 0, 1, 1, 4957440, 8535040, 1
1239, 84328, 32057, 0, 0, 1, 0, 15532160, 6553600, 327, 2031745
1240, 84901, 33340, 0, 1, 0, 0, 0, 85710, 33652, 0
1241, 87277, 32868, 0, 0, 1, 0, 4635648, 8192256, 1, 4714240
1242, 83743, 33082, 0, 0, 0, 0, 1703936, 341, 655491, 8978432
1243, 85710, 33652, 0, 0, 0, 0, 86460, 32618, 0, 85361
1244, 83644, 32001, 0, 0, 0, 0, 8515072, 1, 5306880, 8557824
1245, 83951, 33306, 0, 1, 1, 0, 338, 14614660, 13304018, 4391242
1246, 87306, 33673, 0, 0, 0, 0, 32813, 52564, 86243, 32861
1247, 86460, 32618, 0, 1, 0, 0, 13337345, 5377024, 8513280, 13669889
1248, 85361, 33262, 0, 0, 1, 0, 8388733, 12452051, 4325703, 9306242
1249, 86266, 33429, 0, 1, 0, 0, 53458, 87030, 32812, 55460
1250, 86751, 33995, 53827, 1, 1, 1, 4768768, 8470528, 13801473, 5378816
1251, 84611, 32813, 52564, 1, 0, 0, 5636313, 459079, 16056451, 14876888
1252, 86243, 32861, 52099, 0, 0, 0, 85757, 33393, 55949, 87439
1253, 86540, 33255, 53398, 0, 1, 1, 8680192, 14237953, 5421824, 8486400
1254, 84352, 32190, 54082, 0, 0, 1, 14549327, 4587649, 1638605, 2687314
1255, 83854, 33402, 53458, 0, 0, 0, 33363, 54397, 86797, 32247
1256, 87030, 32812, 55460, 1, 0, 0, 14138881, 4793344, 8680192, 13934081
1257, 84164, 33088, 53912, 0, 1, 1, 131202, 15794390, 4718929, 2556034
1258, 86547, 32598, 55559, 1, 0, 0, 53567, 83694, 32808, 52611
1259, 83957, 33763, 55409, 1, 0, 1, 4846592, 8311296, 13442305, 5351168
1260, 85757, 33393, 55949, 1, 0, 1, 14352598, 9175372, 10485892, 5112011
1261, 87439, 33907, 55617, 0, 0, 0, 85192, 32882, 54687, 85222
1262, 86715, 33150, 52958, 1, 1, 0, 8390912, 13928449, 5115904, 8445696
1263, 85830, 33049, 52521, 1, 0, 0, 13304149, 13041792, 15401178, 3014985
1264, 86556, 33363, 54397, 0, 0, 0, 33724, 55787, 83709, 33599
1265, 86797, 32247, 55230, 0, 1, 0, 14331649, 5002496, 8605184, 14305793
1266, 84260, 33907, 54430, 0, 1, 0, 6946945, 4522195, 10092876, 11862145
1267, 86274, 33521, 54856, 1, 0, 0, 55077, 83717, 33566, 53307
1268, 86311, 33438, 53567, 1, 1, 1, 5092096, 8220160, 13403393, 5134592
1269, 83694, 32808, 52611, 1, 0, 1, 7536844, 9568586, 1179774, 1048787
1270, 84468, 32466, 52509, 0, 0, 0, 87434, 32216, 55844, 83661
1271, 86439, 32219, 54924, 1, 0, 1, 8648448, 14028545, 4699136, 8535040
1272, 85152, 33870, 52173, 0, 0, 0, 13697024, 0, 0, 0
1273, 85192, 32882, 54687, 0, 0, 0, 0, 0, 0, 0
1274, 85222, 32777, 54408, 0, 0, 0, 0, 0, 0, 0
1275, 85520, 32991, 52171, 0, 0, 0, 0, 0, 0, 0
1276, 87495, 33003, 55854, 0, 0, 0, 0, 0, 0, 0
1277, 84257, 33724, 55787, 0, 0, 0, 0, 0, 0, 0
1278, 83709, 33599, 55983, 0, 0, 0, 0, 0, 0, 0
1279, 85077, 33614, 55882, 0, 0, 0, 0, 0, 0, 0
1280, 84586, 33093, 54170, 0, 0, 0, 0, 0, 0, 0
1281, 85173, 33042, 55077, 0, 0, 0, 0, 0, 0, 0
1282, 83717, 33566, 53307, 0, 0, 0, 0, 0, 0, 0
1283, 85427, 32110, 52357, 0, 0, 0, 0, 0, 0, 0
1284, 85593, 32627, 52370, 0, 0, 0, 0, 0, 0, 0
1285, 84498, 32272, 54061, 0, 0, 0, 0, 0, 0, 0
1286, 87434, 32216, 55844, 0, 0, 0, 0, 0, 0, 0
1287, 83661, 33783, 54799, 0, 0, 0, 0, 0, 0, 0
1288, 83892, 33340, 54737, 0, 0, 0, 0, 0, 0, 0
1289, 85701, 33355, 55498, 0, 1, 0, 10813440, 3670350, 12910722, 4915416
1290, 86906, 33709, 54172, 0, 0, 0, 86906, 33709, 54172, 86957
1291, 86957, 32371, 53307, 1, 1, 1, 8286976, 13646593, 5128448, 8378624
1292, 85569, 32729, 53141, 1, 0, 1, 9765191, 6750334, 4587733, 5112143
1293, 83815, 32326, 54606, 0, 0, 0, 33175, 52499, 84022, 33729
1294, 85789, 33175, 52499, 1, 1, 1, 14268673, 5505024, 8249856, 13821697
1295, 84022, 33729, 55737, 0, 0, 0, 6684804, 9306320, 12321102, 5767296
1296, 87040, 32226, 53991, 1, 0, 0, 54645, 86584, 32178, 54025
1297, 83814, 33934, 53436, 0, 0, 1, 5457152, 8359680, 14058241, 4638464
1298, 85592, 33008, 54645, 1, 0, 1, 3408080, 12321105, 4063361, 327888
1299, 86584, 32178, 54025, 0, 0, 0, 85463, 33322, 52571, 86431
1300, 86853, 32655, 54915, 1, 1, 0, 8359936, 14305025, 4911104, 8546048
1301, 83655, 33844, 53436, 0, 1, 1, 6553935, 14876800, 15794391, 8257876
1302, 86334, 33029, 53325, 0, 0, 0, 32861, 54263, 86669, 33898
1303, 85463, 33322, 52571, 1, 0, 0, 13469953, 4992256, 8313344, 13846529
1304, 86431, 32656, 55879, 1, 0, 0, 15532157, 9240786, 2687308, 1507457
1305, 84720, 33383, 52068, 1, 0, 0, 54168, 84241, 33214, 55257
1306, 85987, 33009, 55166, 0, 1, 0, 5374720, 8622848, 13650689, 4691456
1307, 87086, 32861, 54263, 1, 0, 0, 6488281, 10813774, 14614659, 14614735
1308, 86669, 33898, 52617, 0, 0, 0, 86945, 32408, 54872, 85490
1309, 85037, 32474, 54088, 1, 1, 1, 8455168, 14304257, 5390848, 8664320
1310, 86509, 32141, 53801, 1, 0, 1, 6947155, 13893761, 10682576, 8913236
1311, 85015, 33113, 54168, 0, 0, 0, 33179, 53000, 85830, 32986
1312, 84241, 33214, 55257, 1, 0, 1, 14307841, 5091328, 8285696, 13874177
1313, 86531, 33683, 53323, 0, 0, 0, 4128896, 4849879, 6947147, 6619264
1314, 83862, 33379, 55717, 1, 0, 0, 53525, 86955, 32240, 55747
1315, 85727, 33759, 53233, 0, 0, 1, 5543936, 8640000, 14129409, 5072384
1316, 86945, 32408, 54872, 0, 0, 0, 1966290, 12648779, 1376383, 2883792
1317, 85490, 33028, 55876, 0, 0, 0, 87411, 33876, 55612, 86014
1318, 86594, 33845, 55146, 0, 0, 1, 8409856, 14110209, 4820992, 8428800
1319, 86996, 33187, 53384, 1, 1, 0, 5964111, 1704064, 15794379, 4653387
1320, 87085, 33179, 53000, 0, 0, 0, 32852, 54571, 85878, 33178
1321, 85830, 32986, 55890, 0, 1, 1, 13321985, 5617920, 8271616, 14052865
1322, 85424, 32366, 54196, 0, 1, 0, 13631614, 6684882, 16515406, 10092674
1323, 85311, 32842, 55146, 1, 0, 0, 53600, 86795, 33337, 55795
1324, 84837, 33000, 53525, 1, 0, 0, 4931328, 8356864, 13474305, 4971008
1325, 86955, 32240, 55747, 0, 1, 0, 9699538, 12910931, 6750336, 14090457
1326, 87192, 33750, 55193, 0, 0, 0, 85579, 33059, 54883, 86848
1327, 85350, 33822, 53953, 1, 0, 1, 8302336, 13713665, 5356800, 8516096
1328, 84757, 32556, 53360, 0, 0, 0, 1376256, 0, 0, 0
1329, 87411, 33876, 55612, 0, 0, 0, 0, 0, 0, 0
1330, 86014, 32851, 55118, 0, 0, 0, 0, 0, 0, 0
1331, 84368, 32925, 52315, 0, 0, 0, 0, 0, 0, 0
1332, 85786, 33009, 52039, 0, 0, 0, 0, 0, 0, 0
1333, 84851, 32852, 54571, 0, 0, 0, 0, 0, 0, 0
1334, 85878, 33178, 52039, 0, 0, 0, 0, 0, 0, 0
1335, 87481, 32311, 54894, 0, 0, 0, 0, 0, 0, 0
1336, 85712, 32358, 54012, 0, 0, 0, 0, 0, 0, 0
1337, 85658, 33282, 53600, 0, 0, 0, 0, 0, 0, 0
1338, 86795, 33337, 55795, 0, 0, 0, 0, 0, 0, 0
1339, 84799, 32644, 52634, 0, 0, 0, 0, 0, 0, 0
1340, 84954, 33172, 53957, 0, 0, 0, 0, 0, 0, 0
1341, 86887, 32983, 55802, 0, 0, 0, 0, 0, 0, 0
1342, 85579, 33059, 54883, 0, 0, 0, 0, 0, 0, 0
1343, 86848, 32431, 53569, 0, 0, 0, 0, 0, 0, 0
1344, 86461, 33266, 54549, 0, 0, 0, 0, 0, 0, 0
1345, 84962, 32013, 54704, 0, 0, 0, 10813440, 3670347, 14811261, 852181
1346, 84864, 32663, 55403, 0, 0, 0, 84864, 32663, 55403, 86230
1347, 86230, 33714, 53134, 1, 0, 0, 8630784, 13602305, 5544960, 8628480
1348, 87196, 33705, 53523, 0, 1, 0, 1245514, 7209089, 1048789, 12452179
1349, 84590, 33040, 54718, 0, 0, 0, 33034, 53199, 85063, 32954
1350, 86834, 33034, 53199, 1, 1, 0, 13557249, 5566464, 8571904, 13957377
1351, 85063, 32954, 52958, 0, 1, 0, 13435010, 393421, 4981075, 6684797
1352, 87280, 33484, 54521, 1, 0, 0, 53287, 85308, 32668, 53503
1353, 86989, 33286, 52556, 1, 1, 1, 5565952, 8504576, 13758209, 5444352
1354, 86886, 32074, 53287, 0, 0, 0, 16711897, 721225, 3080320, 10682583
1355, 85308, 32668, 53503, 0, 0, 0, 87177, 32310, 54040, 86042
1356, 87278, 33221, 53743, 0, 0, 0, 8640000, 13578753, 4754688, 8303616
1357, 86803, 32767, 55563, 1, 0, 1, 15073610, 2031745, 15990987, 9634126
1358, 84271, 32931, 55184, 0, 0, 0, 33236, 52520, 86767, 32008
1359, 87177, 32310, 54040, 0, 0, 0, 13422593, 5280000, 8550912, 14179841
1360, 86042, 33750, 53042, 0, 0, 1, 458878, 9175256, 9044299, 10354814
1361, 84109, 32436, 53478, 1, 0, 0, 52871, 85957, 32662, 53914
1362, 84511, 33268, 52115, 1, 0, 1, 4920064, 8270848, 13342977, 5565696
1363, 85557, 33236, 52520, 1, 0, 0, 1966294, 9240908, 5308544, 12058829
1364, 86767, 32008, 52432, 0, 0, 0, 87129, 33589, 55002, 84250
1365, 86161, 33402, 55390, 0, 0, 0, 8504832, 14008321, 5113856, 8688384
1366, 86023, 32396, 55434, 1, 1, 0, 5767496, 12255362, 15401174, 10355016
1367, 84894, 32300, 52871, 0, 0, 0, 32258, 52014, 83702, 32871
1368, 85957, 32662, 53914, 1, 1, 1, 13923329, 4870656, 8668672, 13988097
1369, 84755, 32308, 52121, 1, 1, 0, 262270, 7798998, 16712009, 10158211
1370, 87277, 32030, 54925, 1, 0, 0, 52480, 85811, 32248, 55945
1371, 85073, 32952, 52577, 1, 1, 0, 4897280, 8408832, 13777409, 5428480
1372, 87129, 33589, 55002, 1, 1, 0, 10027212, 4456787, 6226046, 3932374
1373, 84250, 33222, 54720, 0, 0, 0, 86106, 33476, 52111, 87105
1374, 85512, 33939, 53336, 1, 1, 1, 8532480, 13460225, 5431808, 8692736
1375, 84155, 33515, 54942, 1, 1, 1, 15925583, 13762692, 2425038, 9240906
1376, 84115, 32258, 52014, 0, 0, 0, 33798, 53736, 86881, 33108
1377, 83702, 32871, 54388, 0, 1, 1, 14044417, 5572352, 8496640, 13547009
1378, 84562, 33862, 54641, 1, 0, 0, 16515202, 15728855, 15991113, 15007869
1379, 83716, 32375, 55039, 1, 0, 0, 55627, 86612, 32880, 52139
1380, 84379, 33635, 52480, 0, 1, 0, 5134848, 8285696, 13746945, 4955136
1381, 85811, 32248, 55945, 1, 1, 1, 12386520, 12452172, 16515197, 11796695
1382, 84666, 32847, 53818, 0, 0, 0, 85203, 33479, 54327, 86989
1383, 86741, 33689, 52292, 1, 0, 0, 8702976, 14041601, 4969472, 8660480
1384, 86879, 32316, 54843, 0, 0, 0, 11730944, 0, 0, 0
1385, 86106, 33476, 52111, 0, 0, 0, 0, 0, 0, 0
1386, 87105, 33330, 52579, 0, 0, 0, 0, 0, 0, 0
1387, 86754, 33956, 55283, 0, 0, 0, 0, 0, 0, 0
1388, 85970, 33829, 52877, 0, 0, 0, 0, 0, 0, 0
1389, 84527, 33798, 53736, 0, 0, 0, 0, 0, 0, 0
1390, 86881, 33108, 54861, 0, 0, 0, 0, 0, 0, 0
1391, 87303, 33190, 52918, 0, 0, 0, 0, 0, 0, 0
1392, 85756, 33520, 55284, 0, 0, 0, 0, 0, 0, 0
1393, 84453, 32097, 55627, 0, 0, 0, 0, 0, 0, 0
1394, 86612, 32880, 52139, 0, 0, 0, 0, 0, 0, 0
1395, 85594, 32366, 53699, 0, 0, 0, 0, 0, 0, 0
1396, 84892, 33469, 55486, 0, 0, 0, 0, 0, 0, 0
1397, 85244, 32180, 55271, 0, 0, 0, 0, 0, 0, 0
1398, 85203, 33479, 54327, 0, 0, 0, 0, 0, 0, 0
1399, 86989, 33996, 54850, 0, 0, 0, 0, 0, 0, 0
1400, 84948, 33830, 55731, 0, 0, 0, 0, 0, 0, 0
1401, 87371, 32532, 52753, 1, 0, 0, 10813440, 3670357, 4915327, 1310926
1402, 87137, 32468, 53062, 0, 0, 0, 87137, 32468, 53062, 85603
1403, 85603, 33106, 54319, 1, 0, 0, 8475136, 13905665, 5169408, 8524544
1404, 85729, 33299, 53617, 1, 0, 1, 7405906, 3014787, 6684888, 10813776
1405, 86574, 33638, 55461, 0, 0, 0, 33677, 55055, 83727, 32802
1406, 86269, 33677, 55055, 0, 1, 0, 13345025, 5055488, 8701184, 13634305
1407, 83727, 32802, 52129, 1, 0, 1, 12583040, 3277011, 1573191, 2097278
1408, 85284, 33989, 53259, 1, 0, 0, 55700, 86050, 32695, 52945
1409, 86720, 32818, 54040, 0, 1, 0, 4689408, 8197376, 13349633, 5622272
1410, 83744, 32397, 55700, 1, 1, 0, 6619344, 13238606, 6226050, 5439704
1411, 86050, 32695, 52945, 0, 0, 0, 86265, 33512, 54156, 86215
1412, 83854, 32021, 52147, 0, 1, 0, 8642816, 14089217, 5471232, 8321536
1413, 87498, 33381, 53450, 1, 0, 1, 6095187, 65665, 5963988, 12583243
1414, 85599, 33363, 55515, 0, 0, 0, 33608, 54104, 86515, 32922
1415, 86265, 33512, 54156, 1, 0, 0, 13414401, 5540608, 8471808, 13812737
1416, 86215, 33761, 55036, 0, 1, 1, 12910719, 15335630, 12517707, 2949249
1417, 86908, 32506, 53853, 1, 0, 0, 55615, 83698, 32725, 52961
1418, 86785, 33115, 54464, 1, 1, 1, 5182976, 8250624, 13444865, 5198080
1419, 84917, 33608, 54104, 0, 1, 1, 8782041, 7078222, 6553731, 2097370
1420, 86515, 32922, 52400, 0, 0, 0, 86001, 33203, 53284, 86667
1421, 87179, 33093, 53956, 0, 0, 1, 8553472, 14082049, 5272576, 8661504
1422, 84421, 32746, 52927, 0, 0, 0, 13369684, 1376383, 15663319, 9437522
1423, 84781, 33198, 55615, 0, 0, 0, 32179, 52561, 86815, 33208
1424, 83698, 32725, 52961, 1, 1, 1, 13704705, 5571840, 8324608, 13628929
1425, 85782, 32229, 52519, 1, 1, 1, 14942334, 11272401, 12190023, 786562
1426, 85841, 32646, 55660, 1, 0, 0, 52431, 86641, 33226, 53759
1427, 85604, 33568, 55870, 0, 1, 0, 5211392, 8656128, 14088961, 5156864
1428, 86001, 33203, 53284, 1, 1, 1, 7995602, 9699666, 9568383, 16187604
1429, 86667, 33412, 55008, 0, 0, 0, 87425, 33073, 55355, 86981
1430, 86132, 33834, 54476, 1, 1, 1, 8675328, 13530881, 5410816, 8701952
1431, 87061, 32751, 55184, 1, 1, 0, 13762895, 6160510, 9306320, 11206984
1432, 86592, 32179, 52561, 0, 0, 0, 32477, 55097, 83767, 33188
1433, 86815, 33208, 53534, 0, 1, 1, 13530625, 5347328, 8408320, 14257409
1434, 87301, 32518, 53238, 1, 1, 1, 13369471, 655564, 12255568, 12583038
1435, 83940, 32428, 53690, 1, 0, 0, 54043, 85953, 32275, 0
1436, 83724, 33463, 52431, 1, 1, 0, 5002496, 8562176, 1, 5500160
1437, 86641, 33226, 53759, 0, 0, 0, 9306112, 337, 6553732, 13500416
1438, 85893, 33813, 55035, 0, 0, 0, 87029, 32495, 0, 85017
1439, 85680, 33402, 53908, 0, 0, 0, 8541952, 1, 5080064, 8230912
1440, 86674, 32759, 54447, 0, 0, 0, 0, 0, 0, 0
1441, 87425, 33073, 55355, 0, 0, 0, 0, 0, 0, 0
1442, 86981, 33888, 52855, 0, 0, 0, 0, 0, 0, 0
1443, 86672, 33992, 53202, 0, 0, 0, 0, 0, 0, 0
1444, 85854, 32398, 53419, 0, 0, 0, 0, 0, 0, 0
1445, 84171, 32477, 55097, 0, 0, 0, 0, 0, 0, 0
1446, 83767, 33188, 52854, 0, 0, 0, 0, 0, 0, 0
1447, 86424, 32845, 55693, 0, 0, 0, 0, 0, 0, 0
1448, 85708, 32522, 52411, 0, 0, 0, 0, 0, 0, 0
1449, 86208, 32335, 54043, 0, 0, 0, 0, 0, 0, 0
1450, 85953, 32275, 0, 0, 0, 0, 0, 0, 0, 0
1451, 85077, 33446, 0, 0, 0, 0, 0, 0, 0, 0
1452, 87021, 33678, 0, 0, 0, 0, 0, 0, 0, 0
1453, 86372, 33998, 0, 0, 0, 0, 0, 0, 0, 0
1454, 87029, 32495, 0, 0, 0, 0, 0, 0, 0, 0
1455, 85017, 33367, 0, 0, 0, 0, 0, 0, 0, 0
1456, 85380, 32152, 0, 0, 0, 0, 0, 0, 0, 0
1457, 85879, 33913, 0, 0, 0, 0, 10813440, 3670351, 7798916, 7929856
1458, 85552, 33921, 0, 0, 0, 0, 85552, 33921, 0, 85422
1459, 85422, 32607, 0, 0, 0, 0, 8347392, 1, 4662528, 8414976
1460, 83749, 32871, 0, 0, 1, 0, 336, 9568381, 4194304, 341
1461, 86162, 32064, 0, 0, 0, 0, 33355, 0, 86912, 33536
1462, 87410, 33355, 0, 1, 1, 0, 1, 4788224, 8383232, 1
1463, 86912, 33536, 0, 0, 0, 1, 16187517, 8519680, 331, 8847492
1464, 84240, 32747, 0, 1, 0, 0, 0, 85631, 33441, 0
1465, 87031, 32130, 0, 1, 1, 0, 4886016, 8574720, 1, 4939776
1466, 84871, 33828, 0, 0, 0, 0, 16646144, 328, 15925376, 16711680
1467, 85631, 33441, 0, 0, 0, 0, 85175, 32568, 0, 87197
1468, 84622, 33495, 0, 0, 0, 0, 8627712, 1, 4984320, 8495104
1469, 84832, 33790, 0, 0, 0, 0, 330, 4063362, 6160384, 329
1470, 84211, 33023, 0, 0, 0, 0, 33471, 0, 85510, 32781
1471, 85175, 32568, 0, 1, 1, 0, 1, 5202944, 8425984, 1
